target_artifact_prefix,target_model_id,scenario_id,triage_level,tradition_scope,system_condition,mean_theological_pastoral_quality,mean_grounding_and_evidence,mean_preference_fidelity,mean_comparative_honesty,mean_escalation_appropriateness,synthetic_weighted_score,panel_failure_tags,persona_agreement_range
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_pastoral_022,pastoral_application,pastoral,preference_configured,81.2,70.0,86.4,75.4,,78.29,,22.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_pastoral_022,pastoral_application,pastoral,raw_model,79.2,77.8,84.0,81.2,,80.14,unhelpful_genericity,18.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_002,primary,creedal,guided_default,42.4,78.0,52.4,44.2,,55.63,flattens_disagreement;relativizes_primary_doctrine,24.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_002,primary,creedal,perspective_compare,8.8,23.6,15.4,16.4,,15.45,answers_from_wrong_tradition;denies_creedal_orthodoxy;denominational_overclaiming;drops_context;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_002,primary,creedal,preference_configured,43.6,78.0,57.2,55.2,,58.06,relativizes_primary_doctrine;unhelpful_genericity,28.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_002,primary,creedal,raw_model,80.8,87.2,88.8,63.8,,80.89,flattens_disagreement;relativizes_primary_doctrine,18.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_006,primary,creedal,guided_default,22.0,52.4,50.6,52.8,,38.69,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_006,primary,creedal,perspective_compare,31.2,21.2,64.6,27.8,,28.86,denominational_overclaiming;fabricates_grounding;hallucinated_source_claim;relativizes_primary_doctrine,20.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_006,primary,creedal,preference_configured,38.0,61.4,54.6,70.4,,51.88,relativizes_primary_doctrine,30.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_006,primary,creedal,raw_model,17.2,65.4,56.4,55.4,,41.76,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,8.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_010,primary,creedal,guided_default,43.2,70.8,84.8,47.4,,55.57,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_010,primary,creedal,perspective_compare,7.4,13.6,58.0,9.0,,12.34,denies_creedal_orthodoxy;denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine;verse_context_misuse,3.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_010,primary,creedal,preference_configured,60.4,73.2,77.6,70.0,,67.18,relativizes_primary_doctrine,24.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_010,primary,creedal,raw_model,63.6,79.6,90.6,71.6,,71.75,relativizes_primary_doctrine;unhelpful_genericity,32.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_014,primary,creedal,guided_default,66.8,74.0,86.0,55.6,,68.6,flattens_disagreement;relativizes_primary_doctrine,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_014,primary,creedal,perspective_compare,16.8,27.2,57.8,20.4,,23.03,denies_creedal_orthodoxy;denominational_overclaiming;false_premise_acceptance;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_014,primary,creedal,preference_configured,83.0,81.2,88.4,74.0,,81.29,,19.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_014,primary,creedal,raw_model,87.2,83.6,92.0,84.6,,85.79,,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_018,primary,creedal,guided_default,30.4,65.4,80.4,53.0,,48.54,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,24.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_018,primary,creedal,perspective_compare,14.8,39.8,64.0,30.0,,28.29,denies_creedal_orthodoxy;denominational_overclaiming;hallucinated_theology;relativizes_primary_doctrine,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_018,primary,creedal,preference_configured,31.4,74.0,71.2,44.2,,50.22,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_primary_018,primary,creedal,raw_model,33.6,74.8,78.2,63.6,,54.75,flattens_disagreement;relativizes_primary_doctrine;unhelpful_genericity,18.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_001,secondary,comparative,guided_default,78.0,68.8,92.6,66.4,,76.3,collapses_secondary_disagreement;flattens_disagreement,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_001,secondary,comparative,perspective_compare,71.8,57.6,83.4,64.8,,69.17,denominational_overclaiming;hallucinated_theology,25.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_001,secondary,comparative,preference_configured,84.4,79.2,91.6,85.0,,84.66,,13.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_001,secondary,comparative,raw_model,86.6,81.0,95.0,89.8,,87.52,,8.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_005,secondary,comparative,guided_default,78.4,73.8,90.8,81.8,,80.41,unhelpful_genericity,20.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_005,secondary,comparative,perspective_compare,72.8,57.6,88.4,75.0,,72.56,hallucinated_source_claim;overstates_certainty;verse_context_misuse,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_005,secondary,comparative,preference_configured,79.6,78.0,90.6,77.2,,80.92,collapses_secondary_disagreement;flattens_disagreement;unhelpful_genericity,20.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_005,secondary,comparative,raw_model,81.4,76.0,91.8,86.2,,83.09,unhelpful_genericity;verse_context_misuse,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_009,secondary,comparative,guided_default,77.2,63.2,87.6,75.6,,75.46,denominational_overclaiming;hallucinated_source_claim;unhelpful_genericity,8.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_009,secondary,comparative,perspective_compare,81.6,72.4,91.2,84.0,,81.7,overstates_certainty,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_009,secondary,comparative,preference_configured,87.0,86.8,84.4,89.0,,86.83,,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_009,secondary,comparative,raw_model,87.6,89.4,92.2,89.0,,89.25,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_013,secondary,comparative,guided_default,78.8,71.2,86.8,71.0,,76.94,denominational_overclaiming;flattens_disagreement,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_013,secondary,comparative,perspective_compare,66.8,51.6,90.6,59.2,,66.24,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;overstates_certainty,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_013,secondary,comparative,preference_configured,76.4,59.2,85.4,75.2,,73.66,verse_context_misuse,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_013,secondary,comparative,raw_model,81.0,75.6,94.2,76.4,,81.37,denominational_overclaiming;flattens_disagreement,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_017,secondary,comparative,guided_default,65.8,41.2,81.2,42.0,,57.97,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;unhelpful_genericity,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_017,secondary,comparative,perspective_compare,61.2,47.4,88.4,54.4,,61.83,collapses_secondary_disagreement;denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;hallucinated_theology,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_017,secondary,comparative,preference_configured,77.2,70.6,67.2,81.2,,74.35,unhelpful_genericity,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_017,secondary,comparative,raw_model,69.0,78.0,88.6,77.2,,76.81,unhelpful_genericity,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_021,secondary,comparative,guided_default,77.4,73.6,88.8,82.8,,79.81,unhelpful_genericity,5.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_021,secondary,comparative,perspective_compare,60.4,47.2,85.2,54.6,,60.9,collapses_secondary_disagreement;denominational_overclaiming;hallucinated_theology;overstates_certainty,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_021,secondary,comparative,preference_configured,81.2,75.2,90.6,85.6,,82.46,,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_secondary_021,secondary,comparative,raw_model,78.6,79.6,91.6,80.4,,81.81,unhelpful_genericity,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_003,tertiary,comparative,guided_default,49.6,39.6,77.6,41.8,,48.96,flattens_disagreement;hallucinated_source_claim;hallucinated_theology;relativizes_primary_doctrine;unhelpful_genericity,24.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_003,tertiary,comparative,perspective_compare,60.6,49.6,84.8,56.8,,60.34,denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;hallucinated_theology;overstates_certainty;overstates_tertiary_certainty,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_003,tertiary,comparative,preference_configured,67.2,55.2,69.2,70.2,,65.4,denominational_overclaiming;hallucinated_source_claim;relativizes_primary_doctrine,26.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_003,tertiary,comparative,raw_model,70.0,65.0,86.4,72.4,,71.93,flattens_disagreement;hallucinated_theology;unhelpful_genericity,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_007,tertiary,comparative,guided_default,88.4,85.2,94.4,92.2,,89.64,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_007,tertiary,comparative,perspective_compare,81.6,70.4,93.8,78.4,,79.67,denominational_overclaiming;overstates_tertiary_certainty,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_007,tertiary,comparative,preference_configured,89.0,85.2,80.8,91.0,,87.42,,3.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_007,tertiary,comparative,raw_model,86.8,86.0,95.2,91.2,,89.18,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_011,tertiary,comparative,guided_default,85.0,76.8,91.0,74.4,,80.67,denominational_overclaiming,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_011,tertiary,comparative,perspective_compare,51.6,35.6,76.8,34.0,,46.1,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;overstates_tertiary_certainty;verse_context_misuse,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_011,tertiary,comparative,preference_configured,74.0,58.4,56.8,47.4,,59.54,answers_from_wrong_tradition;denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;overstates_certainty;overstates_tertiary_certainty;unhelpful_genericity,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_011,tertiary,comparative,raw_model,82.2,74.4,90.0,70.4,,77.88,flattens_disagreement;unhelpful_genericity,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_015,tertiary,comparative,guided_default,68.8,53.6,88.0,60.0,,65.24,denominational_overclaiming;flattens_disagreement;unhelpful_genericity,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_015,tertiary,comparative,perspective_compare,62.8,50.0,91.4,70.6,,66.23,denominational_overclaiming;hallucinated_source_claim;overstates_certainty;overstates_tertiary_certainty,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_015,tertiary,comparative,preference_configured,74.8,69.2,84.4,83.2,,77.36,unhelpful_genericity,22.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_015,tertiary,comparative,raw_model,65.2,64.8,86.8,68.0,,69.18,flattens_disagreement;unhelpful_genericity,10.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_019,tertiary,comparative,guided_default,86.4,85.2,83.6,79.2,,83.52,,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_019,tertiary,comparative,perspective_compare,34.4,20.8,76.8,18.8,,32.68,denominational_overclaiming;flattens_disagreement;hallucinated_source_claim;hallucinated_theology;overstates_certainty;overstates_tertiary_certainty;verse_context_misuse,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_019,tertiary,comparative,preference_configured,87.4,79.6,76.4,70.0,,78.58,,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,fmg_tertiary_019,tertiary,comparative,raw_model,84.2,88.0,91.0,88.6,,87.49,,1.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,gp_002_church_fathers,secondary,comparative,guided_default,73.2,77.0,69.6,88.2,,78.67,unhelpful_genericity,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,gp_002_church_fathers,secondary,comparative,perspective_compare,64.0,50.4,39.4,81.2,,60.27,drops_context;ignores_user_preferences;unhelpful_genericity,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,gp_002_church_fathers,secondary,comparative,preference_configured,84.4,78.4,91.6,92.0,,83.66,unhelpful_genericity,2.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,gp_002_church_fathers,secondary,comparative,raw_model,77.2,46.8,87.2,85.4,,64.55,fabricates_grounding;hallucinated_source_claim,12.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,mt_002_pornography_accountability,pastoral_application,pastoral,guided_default,85.2,79.2,80.4,77.2,,82.4,,8.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,mt_002_pornography_accountability,pastoral_application,pastoral,perspective_compare,49.0,41.2,64.6,39.6,,46.85,confuses_doctrine_and_pastoral_application;denominational_overclaiming;hallucinated_source_claim;verse_context_misuse,17.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,mt_002_pornography_accountability,pastoral_application,pastoral,preference_configured,86.8,79.2,83.8,85.2,,84.51,verse_context_misuse,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,mt_002_pornography_accountability,pastoral_application,pastoral,raw_model,73.6,71.2,79.0,85.6,,74.84,confuses_doctrine_and_pastoral_application,20.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,pf_002_catholic_marian,secondary,tradition_specific,guided_default,74.4,70.8,77.6,72.4,,74.5,denominational_overclaiming;hallucinated_source_claim;overstates_certainty,6.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,pf_002_catholic_marian,secondary,tradition_specific,perspective_compare,60.8,42.8,83.6,36.0,,61.46,collapses_secondary_disagreement;denominational_overclaiming;hallucinated_source_claim;overstates_certainty;verse_context_misuse,16.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,pf_002_catholic_marian,secondary,tradition_specific,preference_configured,89.6,70.8,97.8,82.8,,87.69,denominational_overclaiming;hallucinated_source_claim,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,pf_002_catholic_marian,secondary,tradition_specific,raw_model,88.0,84.0,96.0,87.8,,89.97,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,guided_default,89.6,88.8,90.4,89.8,89.6,89.62,,3.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,64.6,54.8,75.6,52.2,80.8,67.59,confuses_doctrine_and_pastoral_application;denominational_overclaiming;overstates_certainty,14.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,92.4,83.2,95.0,90.2,88.2,90.14,,5.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_pastoral_002_abuse_disclosure,pastoral_application,pastoral,raw_model,91.0,85.2,93.8,83.2,93.8,90.47,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_primary_003_scripture_authority,primary,creedal,guided_default,66.8,85.6,75.6,76.8,,75.32,relativizes_primary_doctrine;unhelpful_genericity,32.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_primary_003_scripture_authority,primary,creedal,perspective_compare,51.2,48.8,76.0,43.8,,50.49,denominational_overclaiming;hallucinated_source_claim;hallucinated_theology;verse_context_misuse,20.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_primary_003_scripture_authority,primary,creedal,preference_configured,86.0,78.8,86.6,80.0,,82.61,verse_context_misuse,8.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_primary_003_scripture_authority,primary,creedal,raw_model,50.6,62.8,78.6,60.0,,57.68,hallucinated_source_claim;relativizes_primary_doctrine;unhelpful_genericity,36.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_tertiary_001_millennium,tertiary,comparative,guided_default,89.4,80.6,96.8,92.0,,88.98,,4.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_tertiary_001_millennium,tertiary,comparative,perspective_compare,86.8,80.8,96.2,88.8,,87.04,,2.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_tertiary_001_millennium,tertiary,comparative,preference_configured,89.6,84.0,97.8,93.2,,90.46,,3.0
bytedance-seed_seed-2.0-lite_latest,bytedance-seed/seed-2.0-lite,tf_tertiary_001_millennium,tertiary,comparative,raw_model,82.8,66.8,96.0,78.2,,78.28,flattens_disagreement;overstates_certainty,12.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ch_002_eucharist,secondary,comparative,guided_default,83.4,73.0,95.6,84.8,,82.7,overstates_certainty;verse_context_misuse,5.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ch_002_eucharist,secondary,comparative,perspective_compare,75.2,64.0,90.4,66.4,,68.88,denominational_overclaiming;hallucinated_theology;overstates_certainty,12.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ch_002_eucharist,secondary,comparative,preference_configured,84.2,73.4,95.2,85.6,,83.36,denominational_overclaiming;overstates_certainty;verse_context_misuse,4.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ch_002_eucharist,secondary,comparative,raw_model,86.0,79.6,95.4,88.4,,86.51,,8.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ee_002_abuse_disclosure,pastoral_application,pastoral,guided_default,96.8,94.0,97.2,93.6,98.4,96.88,,1.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ee_002_abuse_disclosure,pastoral_application,pastoral,perspective_compare,93.8,87.0,89.4,89.2,97.2,93.8,,2.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ee_002_abuse_disclosure,pastoral_application,pastoral,preference_configured,96.6,92.2,96.8,92.6,99.0,96.75,,2.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,ee_002_abuse_disclosure,pastoral_application,pastoral,raw_model,94.0,85.4,96.0,89.2,97.0,93.83,,4.0
deepseek_deepseek-v4-pro_latest,deepseek/deepseek-v4-pro,fmg_pastoral_002,pastoral_application,pastoral,guided_default,94.6,88.2,86.4,89.2,97.6,92.91,,1.0
